plu;kd_brg;tipe;nm_brg;mobil ;nm_grup;kms1;isi;h_beli;h_jual1;foto;merk
1003210;RR;YA;FILTER SOLAR F-1803;;F.SOLAR;PCS;1;33000;65000;;SAKURA
1003211;GK;YA;FILTER SOLAR ME971553 F SOLAR BAWAH;;F.SOLAR BAWAH;PCS;1;81000;135000;;MITSHUBISHI KTB
1003212;KG;YA        ;FILTER SOLAR F-1008;;F.SOLAR             ;PCS       ;1;18000;40000;;SAKURA                                                                                              
1003213;DL;YA;FILTER SOLAR CDL10-17000;;F.SOLAR;PCS;1;40000;85000;;ARPI
1003214;UD;YA;FILTER SOLAR 23401-1030;;F.SOLAR;PCS;1;24000;65000;;JIMCO
1003215;DU;YA;FILTER SOLAR JFC-16003;;F.SOLAR;PCS;1;42000;70000;;JIMCO
1003216;KUU;YA;FILTER SOLAR JFC-88065;;F.SOLAR;PCS;1;122000;215000;;JIMCO
1003217;TG;YA;FILTER SOLAR FC-1005 ATAS FUSO GENJO PS 220;;F.SOLAR;PCS;1;68000;125000;;SAKURA
1003218;GL;YA;FILTER OLI O-1301;;F.OIL ;PCS;1;80000;125000;;SAKURA
1003219;DR;YA;FILTER OLI C-1004;;F.OIL ;PCS;1;33000;95000;;SAKURA
1003220;II;YA        ;FILTER SOLAR 11-13240079-A;;F.OIL               ;PCS       ;1;55000;125000;;ISUZU                                                                                               
1003221;AG;YA;FILTER OLI MX938500;;F.OIL ;PCS;1;98000;175000;;MITSHUBISHI
1003222;EL;YA;FILTER OLI BFL12-16001;;F.OIL ;PCS;1;70000;125000;;ARPI
1003224;KIL;YA        ;FILTER OLI 15607-2190L;;F OLI               ;PCS       ;1;150000;265000;D:\FILTER OLI 15607-2190L.JPEG;HOP                                                                                                 
1003225;KRL;YA        ;FILTER OLI 15607-1731L;;F.OIL               ;PCS       ;1;130000;210000;D:\FILTER OLI 15607-1731L.JPG;HOP                                                                                                 
1003226;IL;YA        ;FILTER OLI 18-98018858-A;;F.OIL               ;PCS       ;1;50000;125000;D:\FILTER OLI 18-98018858-A.JPG;ISUZU                                                                                               
1003227;AE;YA;FILTER OLI ME013307;;F.OIL ;PCS;1;97000;155000;;ISUZU
1003228;KLA;YA        ;FILTER SOLAR KM006101A1 CANTER EURO 4;;F.SOLAR NEW ORI     ;PCS       ;1;108800;175000;;TIGA BERLIAN                                                                                        
1003229;GI;YA        ;FILTER OLI ME034611 FUSO FIGTER 2 SUSUN;;F.OIL               ;PCS       ;1;85000;175000;;KTB                                                                                                 
1003230;TD;YA        ;FILTER OLI C-1012;;F.OIL               ;PCS       ;1;64000;115000;;SAKURA                                                                                              
1003231;EI;YA;FILTER OLI O-1808;;F.OIL ;PCS;1;75000;150000;;SAKURA
1003232;KIL;YA;FILTER OLI C-1007 ;;F.OIL ;PCS;1;150000;225000;;SAKURA
1003233;DL;YA;FILTER OLI O-1308;;F.OIL ;PCS;1;40000;95000;;SAKURA
1003235;DE;YA        ;FILTER OLI 16-94430983-1;;F.OIL               ;PCS       ;1;47000;95000;D:\FILTER OLI 16-94430983-1.JPG;ISUZU                                                                                               
1003236;RD;YA        ;FILTER OLI 16-97309927-O;;FILTER OLI          ;PCS       ;1;34000;95000;D:\FILTER OLI 16-97309927-O.JPEG;ISUZU                                                                                               
1003237;KLU;YA        ;FILTER OLI 18-94396375-4;;F.OIL               ;PCS       ;1;102000;205000;D:\FILTER OLI 18-94396375-4.JPG;ISUZU                                                                                               
1003238;KRE;YA        ;FILTER OLI 16-94396375-O;;F.OIL               ;PCS       ;1;137000;285000;D:\FILTER OLI 16-94396375-O.JPG;ISUZU                                                                                               
1003239;EI;YA;FILTER OLI ME131989 FUSO ATAS GENJO PS220;;F.SOLAR;PCS;1;90000;180000;;MITSHUBISHI
1003240;UUD;YA;FILTER OLI ME130968;;F.OIL ;PCS;1;224000;350000;;MITSHUBISHI
1003241;KDI;YA;FILTER OLI C-6105;;F.OIL ;PCS;1;145000;215000;;SAKURA
1003242;KTU;YA;FILTER OLI ME130986IND;;F.OIL ;PCS;1;162000;250000;;MITSHUBISHI
1003243;TL;YA        ;FILTER OLI  DUTRO C-1318;;F.OIL               ;PCS       ;1;60000;110000;D:\FILTER OLI  DUTRO C-1318.JPG;SAKURA                                                                                              
1003245;ULL;YA;BEARING 30310;;LAHER;PCS;1;200000;285000;;NTN
1003246;TU;YA;BEARING 30207;;LAHER;PCS;1;62000;185000;;HOBLO
1003247;RIL;YA;BEARING 78TKL4801R;;LAHER;PCS;1;350000;725000;;NSK
1003248;DUI;YA;BEARING TR131305R;;LAHER;PCS;1;425000;750000;;KOYO
1003249;ILL;YA;BEARING  HM220149;;LAHER;PCS;1;500000;850000;;KOYO
1003250;GI;YA;BEARING  HI-CAP02474/20;;LAHER;PCS;1;85000;195000;;KOYO
1003251;ILL;YA;BEARING HM220149/10 IQ;;LAHER;PCS;1;500000;850000;;SKF
1003252;KGG;YA;BEARING 30309DJR;;LAHER;PCS;1;188000;350000;;KOYO
1003253;ILL;YA        ;BEARING HM518445/10;;LAHER               ;PCS       ;1;500000;850000;;KOYO                                                                                                
1003254;KUI;YA;BEARING 33210;;LAHER;PCS;1;125000;275000;;KOYO
1003255;KGG;YA;BEARING 33210;;LAHER;PCS;1;188000;350000;;ASB
1003256;UAU;YA;BEARING 32312JR;;LAHER;PCS;1;292000;595000;;KOYO
1003257;KGL;YA;BEARING 30311D ;;LAHER;PCS;1;180000;375000;;KOYO
1003258;UIL;YA;BEARING 30311JR;;LAHER;PCS;1;250000;485000;;KOYO
1003259;RAI;YA;BEARING HM218248/10;;LAHER;PCS;1;395000;695000;;KOYO
1003260;EGI;YA;BEARING H414245YALFT/10-9;;LAHER;PCS;1;785000;1050000;;KOYO
1003261;IGI;YA;BEARING 4T-H414245/H414210;;LAHER;PCS;1;585000;950000;;NTN
1003262;DUI;YA;BEARING TRI91604;;LAHER;PCS;1;425000;750000;;KOYO
1003263;RIL;YA;BEARING 35BCV09S1JCS38/42423-BZ090001;;LAHER;PCS;1;350000;575000;;NACHI
1003264;GT;YA;BEARING 6209LLU;;LAHER;PCS;1;86000;235000;;NTN
1003265;DAI;YA;BEARING 32218JR;;LAHER;PCS;1;495000;795000;;KOYO
1003266;EUI;YA;BEARING 32219JR;;LAHER;PCS;1;725000;1150000;;KOYO
1003268;GI;YA;BEARING B17-116T1XDDG-GCMRMA7H;;LAHER;PCS;1;85000;165000;;NSK
1003269;URL;YA        ;BEARING 32309JR;;LAHER               ;PCS       ;1;230000;415000;;KOYO                                                                                                
1003271;TG;YA;BEARING HI-CAP57207/LM29710;;LAHER;PCS;1;68000;175000;;KOYO
1003272;IR;YA;BEARING 12649/10;;LAHER;PCS;1;53000;90000;;HOBLO
1003273;KRL;YA;BEARING ZA-44TKZ2801B1;;LAHER;PCS;1;130000;275000;;NSK
1003274;UDI;YA;BEARING HC3321OJR;;LAHER;PCS;1;245000;425000;;KOYO
1003275;URL;YA;BEARING TM-SC0788NRCS40PX1;;LAHER;PCS;1;230000;325000;;NTN
1003276;IT;YA;BEARING 48548/10;;LAHER;PCS;1;56000;95000;;HOBLO
1003277;KDL;YA;BEARING 30BWD10CA36;;LAHER;PCS;1;143000;235000;;UNIFAR
1003278;UTL;YA;BEARING 32215JR;;LAHER;PCS;1;260000;555000;;KOYO
1003279;KTI;YA        ;BEARING 32217JR NO2;;LAHER               ;PCS       ;1;165000;575000;;KOYO                                                                                                
1003280;DLL;YA;BEARING 32217JR ;;LAHER;PCS;1;400000;750000;;KOYO
1003281;UUL;YA;BEARING ASSY 37230-36062 ;;LAHER GANTUNG;PCS;1;220000;395000;;SPECIA
1003282;GII;YA;LAHER+KARET GANTUNG K0PEL H-HNCB-001 37230-1290;;LAHER GANTUNG;PCS;1;811000;1250000;;HEIKER
1003283;RL;YA;KARET KOPEL PS.100 3902 ME-000076S;;KARET KOPEL;PCS;1;30000;75000;;JENHAN
1003284;II;YA        ;KARET KOPEL 11310-60930;;KARET KOPEl         ;PCS       ;1;50000;125000;;WAKASA                                                                                              
1003285;KED;YA;WHEEL CYLINDER 71 8-97022;;SILINDER RODA REM ;PCS;1;175000;275000;;BGF
1003286;UUG;YA;WHEEL CYLINDER B-TWF -S48;;SILINDER RODA REM ;PCS;1;228000;350000;;BIRKENS
1003287;KAI;YA;WHEEL CYLINDER B-TWF-S27;;SILINDER RODA REM ;PCS;1;175000;295000;;BIRKENS
1003288;UIT;YA;WHEEL CYLINDER B-TWR-S53;;SILINDER RODA REM ;PCS;1;256000;385000;;BIRKENS
1003289;UIT;YA;WHEEL CYLINDER B-TWF -S52;;SILINDER RODA REM ;PCS;1;256000;385000;;BIRKENS
1003290;UUG;YA;WHEEL CYLINDER B-TWF -S45;;SILINDER RODA REM ;PCS;1;228000;350000;;BIRKENS
1003291;UUG;YA;WHEEL CYLINDER B-TWF -S47;;SILINDER RODA REM ;PCS;1;228000;350000;;BIRKENS
1003292;KAI;YA;WHEEL CYLINDER B- TWF-S30;;SILINDER RODA REM ;PCS;1;195000;325000;;BIRKENS
1003293;KTE;YA;WHEEL CYLINDER B-B-IWF-S03;;SILINDER RODA REM ;PCS;1;167000;255000;;BIRKENS
1003294;KTE;YA;WHEEL CYLINDER B-IWF- SS01;;SILINDER RODA REM ;PCS;1;167000;275000;;BIRKENS
1003295;DIE;YA;WHEEL CYLINDER B-HNWR-S07;;SILINDER RODA REM ;PCS;1;457000;650000;;BIRKENS
1003296;DIE;YA;WHEEL CYLINDER B-HNWR-S05;;SILINDER RODA REM ;PCS;1;457000;650000;;BIRKENS
1003297;DIT;YA;WHEEL CYLINDER B-HNWR-S03;;SILINDER RODA REM ;PCS;1;456000;695000;;BIRKENS
1003298;RTI;YA;WHEEL CYLINDER B-HNWR-S01;;SILINDER RODA REM ;PCS;1;365000;550000;;BIRKENS
1003299;KED;YA;WHEEL CYLINDER B-IWR-S20 ;;SILINDER RODA REM ;PCS;1;175000;260000;;BIRKENS
1003300;KED;YA;WHEEL CYLINDER B-IWF-S20;;SILINDER RODA REM ;PCS;1;174000;275000;;BIRKENS
1003301;KED;YA;WHEEL CYLINDER B-IWF-S12;;SILINDER RODA REM ;PCS;1;174000;265000;;BIRKENS
1003302;KRU;YA;WHEEL CYLINDER B-TWF-S18;;SILINDER RODA REM ;PCS;1;132000;200000;;BIRKENS
1003303;KRE;YA;WHEEL CYLINDER B-TWF-S09;;SILINDER RODA REM ;PCS;1;137000;215000;;BIRKENS
1003304;KRE;YA;WHEEL CYLINDER B-TWF-S10;;SILINDER RODA REM ;PCS;1;137000;215000;;BIRKENS
1003305;KRU;YA;WHEEL CYLINDER B-TWF-S17;;SILINDER RODA REM ;PCS;1;132000;200000;;BIRKENS
1003306;KED;YA;WHEEL CYLINDER B-TWF-S15;;SILINDER RODA REM ;PCS;1;174000;265000;;BIRKENS
1003307;UIR;YA;WHEEL CYLINDER B-IWF-S20;;SILINDER RODA REM ;PCS;1;253000;315000;;BIRKENS
1003308;KUI;YA;WHEEL CYLINDER MB -606581;;SILINDER RODA REM ;PCS;1;125000;250000;;HCA 
1003309;KUI;YA;WHEEL CYLINDER MB -606583;;SILINDER RODA REM ;PCS;1;125000;250000;;HCA 
1003310;KDU;YA;WHEEL CYLINDER B-MWR-S13;;SILINDER RODA REM ;PCS;1;142000;285000;;BIRKENS
1003311;KDU;YA;WHEEL CYLINDER B-MWR-S11;;SILINDER RODA REM ;PCS;1;142000;285000;;BIRKENS
1003312;KDU;YA;WHEEL CYLINDER B-MWR-S12;;SILINDER RODA REM ;PCS;1;142000;285000;;BIRKENS
1003313;KDU;YA;WHEEL CYLINDER B-MWR-S15;;SILINDER RODA REM ;PCS;1;142000;285000;;BIRKENS
1003314;KUI;YA;WHEEL CYLINDER B-MWR-S05;;SILINDER RODA REM ;PCS;1;125000;210000;;BIRKENS
1003315;KUI;YA;WHEEL CYLINDER B-MWR-S08;;SILINDER RODA REM ;PCS;1;125000;210000;;BIRKENS
1003316;KUI;YA;WHEEL CYLINDER B-MWR-S03;;SILINDER RODA REM ;PCS;1;125000;210000;;BIRKENS
1003317;KUI;YA;WHEEL CYLINDER B-MWR-S07;;SILINDER RODA REM ;PCS;1;125000;210000;;BIRKENS
1003318;KUR;YA;WHEEL CYLINDER B-MWR-S02;;SILINDER RODA REM ;PCS;1;123000;195000;;BIRKENS
1003319;KTE;YA;WHEEL CYLINDER B-IWF-S02;;SILINDER RODA REM ;PCS;1;167000;275000;;BIRKENS
1003320;KTE;YA;WHEEL CYLINDER B-IWF-S05;;SILINDER RODA REM ;PCS;1;167000;250000;;BIRKENS
1003321;KAK;YA;WHEEL CYLINDER B-MWF-S18;;SILINDER RODA REM ;PCS;1;191000;285000;;BIRKENS
1003322;KUR;YA;WHEEL CYLINDER B-MWF-S01;;SILINDER RODA REM ;PCS;1;123000;185000;;BIRKENS
1003323;KLR;YA;WHEEL CYLINDER 47560-BZ010;;SILINDER RODA REM ;PCS;1;103000;175000;;ADVIOS 
1003324;KLR;YA;WHEEL CYLINDER 47550-BZ010;;SILINDER RODA REM ;PCS;1;103000;175000;;ADVIOS 
1003325;ULR;YA;WHEEL CYLINDER B-MWR-S22;;SILINDER RODA REM ;PCS;1;203000;350000;;BIRKENS
1003326;RIL;YA;WHEEL CYLINDER B-MWF-S41;;SILINDER RODA REM ;PCS;1;350000;525000;;BIRKENS
1003327;ULR;YA;WHEEL CYLINDER B-MWR-S21;;SILINDER RODA REM ;PCS;1;203000;350000;;BIRKENS
1003328;ULR;YA;WHEEL CYLINDER B-MWR-S23;;SILINDER RODA REM ;PCS;1;203000;350000;;BIRKENS
1003329;UUI;YA;WHEEL CYLINDER B-MWR-S37;;SILINDER RODA REM ;PCS;1;225000;340000;;BIRKENS
1003330;KAK;YA;WHEEL CYLINDER B-MWF-S19;;SILINDER RODA REM ;PCS;1;292000;300000;;BIRKENS
1003331;UIT;YA;WHEEL CYLINDER B-MWR-S51;;SILINDER RODA REM ;PCS;1;256000;385000;;BIRKENS
1003333;UIT;YA;WHEEL CYLINDER B-TWR-S50;;SILINDER RODA REM ;PCS;1;256000;385000;;BIRKENS
1003334;UUL;YA;WHEEL CYLINDER B-MWR-S39;;SILINDER RODA REM ;PCS;1;22000;375000;;BIRKENS
1003335;UUI;YA;WHEEL CYLINDER B-MWR-S38;;SILINDER RODA REM ;PCS;1;225000;375000;;BIRKENS
1003336;UUI;YA;WHEEL CYLINDER B-MWR-S35;;SILINDER RODA REM ;PCS;1;225000;375000;;BIRKENS
1003337;ULR;YA;WHEEL CYLINDER B-MWF-S33;;SILINDER RODA REM ;PCS;1;203000;315000;;BIRKENS
1003338;ULR;YA;WHEEL CYLINDER B-MWF-S32;;SILINDER RODA REM ;PCS;1;203000;395000;;BIRKENS
1003339;UDU;YA;WHEEL CYLINDER B-MWF-S60;;SILINDER RODA REM ;PCS;1;242000;375000;;BIRKENS
1003340;UDU;YA;WHEEL CYLINDER B-MWF-S61;;SILINDER RODA REM ;PCS;1;242000;385000;;BIRKENS
1003341;KED;YA;WHEEL CYLINDER B-IWR-S19;;SILINDER RODA REM ;PCS;1;174000;260000;;BIRKENS
1003342;KED;YA;WHEEL CYLINDER B-IWR-S18;;SILINDER RODA REM ;PCS;1;174000;260000;;BIRKENS
1003343;UUG;YA;WHEEL CYLINDER B-TWF-S49;;SILINDER RODA REM ;PCS;1;228000;350000;;BIRKENS
1003344;UDU;YA;WHEEL CYLINDER B-MWF-S58;;SILINDER RODA REM ;PCS;1;242000;375000;;BIRKENS
1003345;TD;YA        ;CASTROL GTX 10 -40W 12X1L XW26;;OMB                 ;LT        ;1;64000;75000;C:\USERS\KASIR\DOWNLOADS\WHATSAPP IMAGE 2025-06-15 AT 09.04.45.JPEG;CASTROL GTX                                                                                         
1003346;KLU;YA;KAMPAS REM P-NBP-LC1;;KAMPAS REM;PCS;1;102000;175000;;PROTECK
1003347;KLU;YA;KAMPAS REM P-MBP-LC22;;KAMPAS REM;PCS;1;102000;175000;;PROTECK
1003348;UUT;YA;KAMPAS REM B-HBP-M15;;KAMPAS REM;PCS;1;226000;350000;;BIRKENS
1003349;KKT;YA;KAMPAS REM P-TBP-LC42;;KAMPAS REM;PCS;1;116000;185000;;PROTECK
1003350;KIA;YA;KAMPAS REM B-DBP-M02;;KAMPAS REM;PCS;1;159000;250000;;BIRKENS
1003351;KLU;YA;KAMPAS REM P-TBP-LC3;;KAMPAS REM;PCS;1;102000;175000;;PROTECK
1003352;KIT;YA;KAMPAS REM P-KBP-LC10;;KAMPAS REM;PCS;1;156000;175000;;PROTECK
1003353;KLL;YA;KAMPAS REM P-TBP-LC30;;KAMPAS REM;PCS;1;100000;175000;;PROTECK
1003354;KUG;YA;KAMPAS REM P-MBP-LC10;;KAMPAS REM;PCS;1;128000;215000;;PROTECK
1003355;UTD;YA        ;KAMPAS REM 1-98283244-1;;KAMPAS REM          ;PCS       ;1;264000;475000;;ISUZU                                                                                               
1003356;URI;YA;KAMPAS REM B-HBP-M17;;KAMPAS REM;PCS;1;235000;375000;;BIRKENS
1003357;KDD;YA;KAMPAS REM B-SBP-M17;;KAMPAS REM;PCS;1;144000;235000;;BIRKENS
1003358;KKT;YA;KAMPAS REM B-MBP-M17;;KAMPAS REM;PCS;1;110000;195000;;BIRKENS
1003359;UUR;YA;KAMPAS REM B-NBP-M11;;KAMPAS REM;PCS;1;223000;350000;;BIRKENS
1003360;UIL;YA;KAMPAS REM 04495-YZZD1;;KAMPAS REM;PCS;1;250000;395000;;TOYOTA
1003361;KRI;YA;KAMPAS REM YARRIS 2014-ON,TUMTSB;;KAMPAS REM;PCS;1;135000;270000;;TRESTOR
1003362;KGA;YA;KAMPAS REM MB-052;;KAMPAS REM;PCS;1;189000;350000;;SPORTI SHOT
1003363;KDK;YA;KAMPAS REM MO/NA-509915;;KAMPAS REM;PCS;1;141000;285000;;MASTER ONE
1003364;KRU;YA;KAMPAS REM MO/NA-502299;;KAMPAS REM;PCS;1;132000;265000;;MASTER ONE
1003365;KDE;YA;KAMPAS REM MO/NA-501126;;KAMPAS REM;PCS;1;147000;300000;;MASTER ONE
1003366;KLU;YA;KAMPAS REM P-TBP-LC37;;KAMPAS REM;PCS;1;102000;175000;;PROTECK
1003367;UKI;YA;KAMPAS REM B-HBP-M09;;KAMPAS REM;PCS;1;210000;335000;;BIRKENS
1003368;KGK;YA;KAMPAS REM B-TBP-M05;;KAMPAS REM;PCS;1;181000;290000;;BIRKENS
1003369;KKR;YA;KAMPAS REM P-NBP-LC11;;KAMPAS REM;PCS;1;113000;175000;;PROTECK
1003370;KLU;YA;KAMPAS REM P-TBP-LC40;;KAMPAS REM;PCS;1;102000;175000;;PROTECK
1003371;KKL;YA;KAMPAS REM P-NBP-LC8;;KAMPAS REM;PCS;1;110000;175000;;PROTECK
1003372;AL;YA;KAMPAS REM I5-97033-P523-1700;;KAMPAS REM;PCS;1;90000;225000;;ASPIRA
1003373;AR;YA        ;KAMPAS REM TO-04465-K5K-1700;;KAMPAS REM          ;PCS       ;1;93000;185000;C:\USERS\KASIR\DOWNLOADS\KAMPAS REM TO-04465-K5K-1700.JPG;ASPIRA                                                                                              
1003374;;YA;SELANG REM DEPAN CANTER;;SELANG              ;PCS ;1;75000;145000;;TAYKIUN                                                  
1003375;KGK;YA;KAMPAS REM B-TBP-M05;;KAMPAS REM;PCS;1;181000;275000;;BIRKENS
1003376;KIA;YA;KAMPAS REM B-DBP-M02;;KAMPAS REM;PCS;1;159000;250000;;BIRKENS
1003377;UED;YA;KAMPAS REM B-HBP-M10;;KAMPAS REM;PCS;1;274000;425000;;BIRKENS
1003378;ULA;YA;KAMPAS REM B-HBP-M05;;KAMPAS REM;PCS;1;209000;350000;;BIRKENS
1003379;KDL;YA;KAMPAS REM B-MBP-M19;;KAMPAS REM;PCS;1;140000;250000;;BIRKENS
1003380;KLK;YA;KAMPAS REM P-MBP-LC18;;KAMPAS REM;PCS;1;101000;160000;;PROTECK
1003381;KDL ;YA;KAMPAS REM B-193297B;;KAMPAS REM;PCS;1;140000;250000;;BGF
1003382;GI;YA;KAMPAS REM D6014;;KAMPAS REM;PCS;1;85000;225000;;MK KASHIYAMA
1003383;KTL;YA;KAMPAS REM 4605A905B1;;KAMPAS REM;PCS;1;160000;275000;;MITSHUBISHI
1003384;KDU;YA;KAMPAS REM B-MBP-M18;;KAMPAS REM;PCS;1;142000;250000;;BIRKENS
1003385;UTI;YA;KAMPAS REM B-MBP-M10;;KAMPAS REM;PCS;1;265000;425000;;BIRKENS
1003386;RUE;YA;KAMPAS REM B-MBP-C10;;KAMPAS REM;PCS;1;327000;495000;;BIRKENS
1003387;KER;YA;KAMPAS REM B-TBP-M03;;KAMPAS REM;PCS;1;173000;285000;;BIRKENS
1003388;KDL;YA;KAMPAS REM B-TBP-M02;;KAMPAS REM;PCS;1;140000;215000;;BIRKENS
1003389;KRR;YA;KAMPAS REM B-HBP-M02;;KAMPAS REM;PCS;1;133000;215000;;BIRKENS
1003390;KEE;YA;KAMPAS REM B-SBP-M20;;KAMPAS REM;PCS;1;177000;285000;;BIRKENS
1003391;ULE;YA;KAMPAS REM B-MBP-M22;;KAMPAS REM;PCS;1;207000;325000;;BIRKENS
1003392;KIT;YA;KAMPAS REM B-TBP-M25;;KAMPAS REM;PCS;1;156000;250000;;BIRKENS
1003393;UEA;YA;KAMPAS REM B-HBP-M08;;KAMPAS REM;PCS;1;279000;475000;;BIRKENS
1003394;KDL;YA;KAMPAS REM B-TBP-M02;;KAMPAS REM;PCS;1;140000;225000;;BIRKENS
1003395;KRI;YA;KAMPAS REM B-HBP-M01;;KAMPAS REM;PCS;1;135000;225000;;BIRKENS
1003396;KIT;YA;KAMPAS REM B-HBP-M07;;KAMPAS REM;PCS;1;156000;250000;;BIRKENS
1003397;KAD;YA;KAMPAS REM B-HBP-M11;;KAMPAS REM;PCS;1;194000;315000;;BIRKENS
1003398;KTR;YA;KAMPAS REM B-SBP-M07;;KAMPAS REM;PCS;1;163000;265000;;BIRKENS
1003399;UKI;YA;KAMPAS REM B-SBP-M12;;KAMPAS REM;PCS;1;215000;325000;;BIRKENS
1003400;KAI;YA;KAMPAS REM B-NBP-M08;;KAMPAS REM;PCS;1;195000;315000;;BIRKENS
1003401;UUA;YA;KAMPAS REM B-TBP-M15;;KAMPAS REM;PCS;1;229000;400000;;BIRKENS
1003402;UKA;YA;KAMPAS REM B-TBP-M40;;KAMPAS REM;PCS;1;219000;360000;;BIRKENS
1003403;UKK;YA;KAMPAS REM B-TBP-M17;;KAMPAS REM;PCS;1;211000;350000;;BIRKENS
1003404;KDU;YA;KAMPAS REM FR PANTHER B-IBP-M01;;KAMPAS REM;PCS;1;142000;225000;;BIRKENS
1003405;KTU;YA;KAMPAS REM B-DBP-M07;;KAMPAS REM;PCS;1;162000;250000;;BIRKENS
1003406;AE;YA;KAMPAS REM P-DBP-LC2;;KAMPAS REM;PCS;1;97000;150000;;PROTECK
1003407;KD;YA;SELANG SOLAR 6400921000068;;SELANG;PCS;1;14000;30000;;
1003408;GG;YA;SELANG REM BELAKANG 04680-80138;;SELANG;PCS;1;88000;175000;;HINO
1003409;IG;YA;SELANG KOPLING 9004-72428;;SELANG;PCS;1;58000;150000;;GW
1003410;DI;YA;SELANG KOPLING 1900-72125;;SELANG;PCS;1;45000;145000;;KANSAI
1003411;TI;YA;SELANG REM DEPAN MB-060470;;SELANG;PCS;1;60000;120000;;TAYKIUN
1003412;KIL;YA;SELANG OLI 44410-5980;;SELANG;PCS;1;150000;225000;;GENIUINE
1003413;RI;YA        ;SELANG SOLAR;;SELANG              ;MTR ;1;35000;85000;;                                                                                                    
1003414;UK;YA;SELANG SOLAR;;SELANG;PCS;1;25000;45000;;SINWILONG
1003415;GE;YA;SELANG KOPLING 9004-72413;;SELANG;PCS;1;87000;150000;;KANSAI
1003416;RI;YA;SELANG REMMK-031310;;SELANG;PCS;1;35000;85000;;KOYOHASHI
1003417;KDG;YA;SELANG KOPLING;;SELANG;PCS;1;148000;295000;;
1003418;UKR;YA;SELANG ANGIN FUSO;;SELANG;PCS;1;213000;425000;;
1003419;GL;YA;SELANG REM 8-97039543-0;;SELANG;PCS;1;80000;175000;;ISUZU
1003420;KKR;YA;SELANG KOPLING 54710-E0120;;SELANG;PCS;1;113000;250000;;SPORT SHORT
1003421;GI;YA;SELANG ANGIN 19165-60920;;SELANG;PCS;1;80000;185000;;WAKASA
1003422;RI;YA;SELANG KOPLING MH-031890;;SELANG;PCS;1;35000;85000;;KANSAI
1003423;KUI;YA;SELANG REM FUSO BIL UP;;SELANG;PCS;1;125000;250000;;
1003424;KUG;YA;SELANG KOPLING ATAS 39660-Z2002;;SELANG;PCS;1;138000;275000;;NISSAN DIESEL
1003425;KUG;YA;SELANG KOPLING BAWAH 30660-90101;;SELANG;PCS;1;138000;275000;;NISSAN DIESEL
1003426;GD;YA;KIT REM TANGAN 08132-90202;;KIT REM TANGAN;PCS;1;84000;215000;;WAKASA
1003427;GD;YA;KIT REM TANGAN 08132-90201;;KIT REM TANGAN;PCS;1;84000;215000;;WAKASA
